nink_id,object,address,region_name,declared,announced,group,type,category,removed,is_removed,changes,lng,lat,heading,pitch,zoom,centroid_lng,centroid_lat,zone_id,zone_name
217,"Жилищно-търговска сграда, б.на Мюшолам",бул.”Хр.Ботев” №95,Възраждане,писмо №2637 от 07.06.88г.,ДВ бр.40 от 1978г. №448,,архитектурно-строителен ,местно,,0,,23.316518628852354,42.70158820487485,-72.7419587529942,17.445002400772907,1.99,23.316259974022636,42.701650070813685,А-2,Зона на Старите Пазарища
218,"Жилищно-търговска сграда, б.на Врингов",бул.”Хр.Ботев” №97,Възраждане,писмо №1787 от 21.05.1976г. №753,ДВ бр.40 от 1978г. №449,,архитектурно-строителен ,местно,,0,,23.316598141248388,42.70185968465815,-90.39260184623548,15.274922064078737,2.3200000000000003,23.31630868044423,42.701856182971575,А-2,Зона на Старите Пазарища
219,"Жилищно-търговска сграда, б.здание на Калпакциев",бул.”Хр.Ботев” №101,Възраждане,писмо №1787 от 21.05.1976г. №754,ДВ бр.40 от 1978г. №450,,архитектурно-строителен ,местно,,0,,23.316661189820596,42.702202113048074,-136.73435033331148,15.38328312949565,1.66,23.31639561273875,42.702089698719796,А-2,Зона на Старите Пазарища
220,Жилищна сграда,ул.”Антим І” №45,Възраждане,писмо №1787 от 21.05.1976г. №920,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.31418634503973,42.700907338006026,-84.32082985791095,13.003996680616972,0.66,23.314033783341745,42.70089595267528,Ж-5,Зона на Работническото Движение
221,Жилищно-търговска сграда,"ул.”Жданов” №54 /""Пиротска""/    / ул.”Антим” ",Възраждане,писмо №1787 от 21.05.1976г. №921,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.3140803,42.7005318,-29.130364539351966,10.497987893053049,1.66,23.313855552637893,42.70072067194839,Ж-5,Зона на Работническото Движение
222,Жилищно-търговска сграда,"ул.”Жданов” /""Пиротска""/ №56",Възраждане,писмо №2637 от 07.06.88г.,ДВ бр.40 от 1978г. №492,,архитектурно-строителен ,местно,,0,,23.313497068970147,42.700662596677645,23.005440569020124,17.89809510397395,1.0,23.313565715996052,42.700794761741165,Ж-5,Зона на Работническото Движение
223,Жилищно-търговска сграда,"ул.”Жданов” /""Пиротска""/ №58/ ул.”Отец Паисий”",Възраждане,писмо №1787 от 21.05.1976г. №922,ДВ бр.40 от 1978г. №493,,архитектурно-строителен ,местно,,0,,23.313211834447884,42.700758842894146,60.80651889610444,15.62164733613565,1.0,23.3133694402708,42.70083265481529,Ж-5,Зона на Работническото Движение
224,"Жилищна сграда, къща -музей “Александър Жендов”",ул.”Отец Паисий” №53,Възраждане,писмо №1787 от 21.05.1976г. №923,ДВ бр.40 от 1978г. №497,,исторически,национално,,0,,23.313414119393652,42.701481146358255,-75.31039643044718,10.197843819999502,0.7,23.313258444759754,42.70153875929699,Ж-5,Зона на Работническото Движение
225,"Административна сграда, б.възрожденско училище",ул.”Странджа” №64/    ул.”Отец Паисий”,Възраждане,писмо №1787 от 21.05.1976г.,ДВ бр.40 от 1978г. №496,,архитектурно-строителен ,местно,,0,,23.31334257959577,42.70122569757218,-73.75974242038627,5.790991571730432,2.0,23.31287482077591,42.70132713147273,Ж-5,Зона на Работническото Движение
226,Жилищно-търговска сграда свалена,"ул.”Жданов” /""Пиротска""/  №60/ ул.”Отец Паисий”",Възраждане,п.№1787 от 21.05.1976г. №924,,,архитектурно-строителен ,местно /предв.кат./,Писмо №4739 от 08.01.93г.,1,,23.313211834447884,42.700758842894146,-33.396975851055785,14.169034698022736,1.0,23.313077841694064,42.700878091141035,Ж-5,Зона на Работническото Движение
227,Административно-търговска сграда,"ул.”Жданов” /""Пиротска""/ №64",Възраждане,писмо №1787 от 21.05.1976г. №925,ДВ бр.40 от 1978г. №495,,архитектурно-строителен ,местно,,0,,23.312710042496967,42.7007953873385,16.95762434272223,14.745150626025477,1.0,23.31274720832449,42.70092007682202,Ж-5,Зона на Работническото Движение
228,Жилищно-търговска сграда,"Ул.”Странджа” №62/ ул.”Жданов” /""Пиротска""/ ",Възраждане,писмо №1787 от 21.05.1976г. №926,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.312154089722643,42.70088780301661,53.490276838935834,7.226239836403464,2.0,23.312435913269848,42.7010540283382,Ж-5,Зона на Работническото Движение
229,"Училищна сграда, б.Трета мъжка гимназия /18 СОУ ""Уил. Гладстон""/","ул.”Жданов” /""Пиротска""/ №68/ ул.”Средна гора”/ ул.”Странджа”/ул.”Цар Симеон”",Възраждане,писмо №1787 от 21.05.1976г. №927,ДВ бр.40 от 1978г. №498,,архитектурно-строителен ,местно,,0,,23.311807721706714,42.700947039318294,16.61294347177987,11.035868844088478,1.66,23.311905870659928,42.70149211674151,Ж-5,Зона на Работническото Движение
230,Клуб на партийната организация,ул.”Цар Симеон” №161,Възраждане,писмо №2637 от 07.06.88г.,“Известия” бр.73 от 1955г.,,исторически,за сведение,,0,,23.30669367164069,42.70382785129943,-165.99751853056122,19.996984545314177,1.33,23.306587256715,42.70368788958261,Ж-5,Зона на Работническото Движение
231,Къща-музей “Христо Смирненски”,ул.”Емил Шекерджийски” №116,Възраждане,писмо №2637 от 07.06.88г.,“Известия” бр.73 от 1955г.,,исторически,национално,,0,,23.30598343123893,42.702474704240714,99.95460612716107,11.02726169225598,0.66,23.306082617539097,42.70245320555908,Ж-5,Зона на Работническото Движение
232,Жилищна сграда,ул.”Лев Желязков” №38,Възраждане,писмо №2637 от 07.06.88г.,,,исторически, за сведение /предв.кат./,,0,,23.307404831505888,42.700780191411525,91.10167323371924,11.034028339763996,1.0,23.30751931736852,42.70072264884802,Ж-5,Зона на Работническото Движение
233,Жилищно-търговска сграда,"ул.”Пело Пеловски” №60/ ул.”Жданов” /""Пиротска""/",Възраждане,писмо №1787 от 21.05.1976г. №981,,,архитектурно-строителен , за сведение /предв.кат./,,0,,23.308509192278052,42.70134659410964,102.26163352861778,13.05133742876279,0.66,23.308627503748266,42.70132073727612,Ж-5,Зона на Работническото Движение
234,"Административна сграда, б.фабрика на Аврам Чальовски",ул.”Отец Паисий” №41,Възраждане,писмо №2637 от 07.06.88г.,ДВ бр.40 от 1978г. №494,,архитектурно-строителен ,местно,,0,,23.31296652767628,42.6999101184306,-77.872040651215,17.74292941928876,0.33,23.312667593343445,42.699975882696556,Ж-5,Зона на Работническото Движение
235,"Жилищно-търговска сграда, б.на Сп.Георгиев","ул.”Софроний Врачански” №25/ ул.”Жданов” /""Пиротска""/",Възраждане,писмо №1787 от 21.05.1976г. №915,,,архитектурно-строителен ,местно /предв.кат./,,0,,23.314985853655912,42.70036772129926,-118.53161297994141,19.15500682770879,1.0,23.314832053179384,42.70025894675569,Ж-5,Зона на Работническото Движение
